Chemical Name	Chemical ID	CAS RN	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
fulvic acid	C005023	479-66-3	COVID-19	MESH:D000086382		CXCL8|IL6	7,61	4
Potassium Dichromate	D011192	7778-50-9	COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TMPRSS2|TNF|UGCG	7,61	10
1,4-bis(2-(3,5-dichloropyridyloxy))benzene	C028474	76150-91-9	COVID-19	MESH:D000086382		AGT|CCL2|CRP|IL1B|IL6|TMPRSS2|TMPRSS4|TNF	7,60	9
acetyl-11-ketoboswellic acid	C094432		COVID-19	MESH:D000086382		IL1B|TNF	7,60	2
Lead	D007854	7439-92-1	COVID-19	MESH:D000086382		AGT|BSG|CCL2|CCL3|CRP|CXCL8|IL10|IL1B|IL6|TNF	7,60	7
Melphalan	D008558	148-82-3	COVID-19	MESH:D000086382		IL1B|IL6|IL7|TNF	7,60	5
sinapinic acid	C073734	530-59-6	COVID-19	MESH:D000086382		IL1B|TNF	7,60	2
Air Pollutants	D000393		COVID-19	MESH:D000086382		BSG|CCL2|CRP|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|LZTFL1|TMPRSS4|TNF	7,59	9
Antioxidants	D000975		COVID-19	MESH:D000086382		IL6|TNF	7,59	5
ginkgolide A	C477042		COVID-19	MESH:D000086382		IL6|TNF	7,59	5
Glycine	D005998	56-40-6	COVID-19	MESH:D000086382		IL6|TNF	7,59	5
pelargonidin	C066957	7690-51-9	COVID-19	MESH:D000086382		IL6|TNF	7,59	5
pipoxolan	C000121	23744-24-3	COVID-19	MESH:D000086382		IL6|TNF	7,59	5
Hydrogen Peroxide	D006861	7722-84-1	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CSF3|CXCL8|IL10|IL1B|IL2|IL6|TMEM106B|TMPRSS2|TNF	7,58	23
Hypochlorous Acid	D006997	7790-92-3	COVID-19	MESH:D000086382		IL10|IL1B|IL6|UGCG	7,58	6
Tetracycline	D013752	60-54-8	COVID-19	MESH:D000086382		ACE2|AGT|IL1B|IL6|LZTFL1|UGCG	7,57	23
liquiritigenin	C083152		COVID-19	MESH:D000086382		CCL2|IL6	7,56	5
Glutathione Disulfide	D019803	27025-41-8	COVID-19	MESH:D000086382		AGT|CXCL8	7,55	2
sulforaphane	C016766		COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|HCK|IL1B|IL2|IL6|TNF	7,55	7
15-hydroxy-5,8,11,13-eicosatetraenoic acid	C025984	73945-47-8	COVID-19	MESH:D000086382		IL1B|TNF	7,54	2
cinnabar	C034211	19122-79-3	COVID-19	MESH:D000086382		IL1B|TNF	7,54	2
Organic Chemicals	D009930		COVID-19	MESH:D000086382		IL1B|TNF	7,54	2
Pesticides	D010575		COVID-19	MESH:D000086382		CCL3|CRP|IL6|TNF	7,54	5
Staurosporine	D019311	62996-74-1	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	7,54	3
Viper Venoms	D014757		COVID-19	MESH:D000086382		IL1B|TNF	7,54	2
arjunolic acid	C061640	465-00-9	COVID-19	MESH:D000086382		IL2|TNF	7,53	1
bisindolylmaleimide	C088060	119139-23-0	COVID-19	MESH:D000086382		IL6|TNF	7,53	5
curcumol	C022801	4871-97-0	COVID-19	MESH:D000086382		IL6|TNF	7,53	5
sodium perchlorate	C031068	7601-89-0	COVID-19	MESH:D000086382		IL6|TNF	7,53	5
etoxazole	C508136		COVID-19	MESH:D000086382		CCL2|TNF	7,52	1
tin mesoporphyrin	C055421	106344-20-1	COVID-19	MESH:D000086382		CXCL8|TNF	7,51	2
trandolapril	C052035		COVID-19	MESH:D000086382		ACE2|AGT	7,50	16
allicin	C006452	539-86-6	COVID-19	MESH:D000086382		IL1B|TNF	7,49	2
aluminum maltolate	C067527	23058-19-7	COVID-19	MESH:D000086382		CCL3|TNF	7,49	1
farnesyl pyrophosphate	C004808	13058-04-3	COVID-19	MESH:D000086382		IL1B|TNF	7,49	2
geranylgeraniol	C017338	7614-21-3	COVID-19	MESH:D000086382		IL1B|TNF	7,49	2
peracetylated N-azidoacetylmannosamine	C000622612		COVID-19	MESH:D000086382		CCL2|CXCL10	7,49	1
S-methylisothiopseudouronium	C027744		COVID-19	MESH:D000086382		IL1B|TNF	7,49	2
2-cyano-N-((ethylamino)carbonyl)-2-(methoxyimino)acetamide	C025644	57966-95-7	COVID-19	MESH:D000086382		IL1B|IL6	7,48	4
6-bromoindirubin-3'-oxime	C483321		COVID-19	MESH:D000086382		IL6|TNF	7,48	5
famoxadone	C401929		COVID-19	MESH:D000086382		IL1B|IL6	7,48	4
ginsenoside Rb1	C442759		COVID-19	MESH:D000086382		IL6|TNF	7,48	5
T-2 Toxin	D013605	21259-20-1	COVID-19	MESH:D000086382		CSF3|CXCL8|HCK|IL10|IL1B|IL2|IL6|IL7|TNF	7,48	6
2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	C049584	105650-23-5	COVID-19	MESH:D000086382		CXCL10|IL1B|IL2|IL6|TNF	7,46	5
Clorgyline	D003010	17780-72-2	COVID-19	MESH:D000086382		IL1B|TMEM106B|TNF	7,46	3
ochratoxin A	C025589	303-47-9	COVID-19	MESH:D000086382		AGT|CXCL8|IL10|IL1B|IL2|IL6|TNF	7,44	6
2,4-decadienal	C057349	2363-88-4	COVID-19	MESH:D000086382		IL1B|TNF	7,43	2
avermectin	C019264	73989-17-0	COVID-19	MESH:D000086382		IL1B|TNF	7,43	2
3-Hydroxybutyric Acid	D020155	300-85-6	COVID-19	MESH:D000086382		IL6|TNF	7,42	5
cyanidin	C017154		COVID-19	MESH:D000086382		IL6|TNF	7,42	5
acetylleucyl-leucyl-norleucinal	C063261	110044-82-1	COVID-19	MESH:D000086382		CXCL8|IL1B	7,41	2
CC-8490	C495817		COVID-19	MESH:D000086382		CXCL8|IL6	7,40	4
3-(2,4-dichloro-5-methoxyphenyl)-2-sulfanyl-4(3H)-quinazolinone	C549041		COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
benzyloxycarbonyl-isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone	C403753		COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
Dieldrin	D004026	60-57-1	COVID-19	MESH:D000086382		AGT|IL10|IL1B|IL2|IL6|TMEM106B|TNF	7,38	7
JHW 015	C402944		COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
kahweol	C053401	6894-43-5	COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
KT 5823	C073601	126643-37-6	COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
lonafarnib	C115354		COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
pirfenidone	C093844	53179-13-8	COVID-19	MESH:D000086382		ACE2|TNF	7,38	16
Ryanodine	D012433	15662-33-6	COVID-19	MESH:D000086382		IL1B|TNF	7,38	2
Sulindac	D013467	38194-50-2	COVID-19	MESH:D000086382		ACE2|IL1B|IL6|TMPRSS2|TNF	7,38	21
Aldehydes	D000447		COVID-19	MESH:D000086382		CCL2|CCL3|CSF3|CXCL8|IL6	7,37	5
Allergens	D000485		COVID-19	MESH:D000086382		CCL3|CXCL8|IL10	7,37	2
diethyl maleate	C014476	141-05-9	COVID-19	MESH:D000086382		CXCL10|CXCL8|IL10|TNF	7,37	2
polymarcine	C008971	9006-42-2	COVID-19	MESH:D000086382		CCL2|TNF	7,37	1
nodularin	C063998		COVID-19	MESH:D000086382		CXCL8|TNF	7,36	2
Pentobarbital	D010424	76-74-4	COVID-19	MESH:D000086382		IL1B|IL6|TNF	7,36	5
anethole	C006578	104-46-1	COVID-19	MESH:D000086382		IL2|TNF	7,35	1
alpha-Chlorohydrin	D000517	96-24-2	COVID-19	MESH:D000086382		ACE2|CCL2|IL10|IL1B|IL6|TNF	7,34	20
Paroxetine	D017374	61869-08-7	COVID-19	MESH:D000086382		IL10|IL1B|TNF	7,34	3
3,3'-diindolylmethane	C016392	1968-05-4	COVID-19	MESH:D000086382		IL2|IL6|TNF	7,33	5
candesartan cilexetil	C077793	145040-37-5	COVID-19	MESH:D000086382		ACE2|AGT	7,33	16
Nystatin	D009761	1400-61-9	COVID-19	MESH:D000086382		IL1B|IL6	7,33	4
trimellitic anhydride	C015559	552-30-7	COVID-19	MESH:D000086382		CCL3|CXCL10|IL10|IL1B|IL2|IL2RA|IL6|TNF	7,33	5
manganese sulfate	C039798	7785-87-7	COVID-19	MESH:D000086382		IL6|TNF	7,32	5
piperlonguminine	C498077		COVID-19	MESH:D000086382		IL6|TNF	7,32	5
Ezetimibe	D000069438		COVID-19	MESH:D000086382		CRP|TNF	7,31	2
Polylactic Acid-Polyglycolic Acid Copolymer	D000077182		COVID-19	MESH:D000086382		CCL2|IL10	7,29	2
1'-acetoxychavicol acetate	C047948		COVID-19	MESH:D000086382		IL1B|TNF	7,28	2
Vitamin K 1	D010837	84-80-0	COVID-19	MESH:D000086382		CCL2|IL6	7,28	5
cobalt sulfate	C026305	10124-43-3	COVID-19	MESH:D000086382		CXCL8|IL1B	7,27	2
Doxorubicin	D004317	23214-92-8	COVID-19	MESH:D000086382		ACE2|AGT|BSG|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|LZTFL1|TMEM106B|TMPRSS2|TNF|UGCG	7,27	27
gamma-Tocopherol	D024504		COVID-19	MESH:D000086382		CRP|TNF	7,27	2
goniothalamin	C103280	17303-67-2	COVID-19	MESH:D000086382		CXCL8|TNF	7,26	2
prostaglandin A1	C100573	14152-28-4	COVID-19	MESH:D000086382		IL1B|TNF	7,23	2
Thiram	D013893	137-26-8	COVID-19	MESH:D000086382		BSG|CCL2|CXCL8|IL1B|TNF	7,23	4
1,2,3-trichloropropane	C009536	96-18-4	COVID-19	MESH:D000086382		CXCL8|TNF	7,22	2
Diosmin	D004145	520-27-4	COVID-19	MESH:D000086382		IL6|TNF	7,22	5
Ketanserin	D007650	74050-98-9	COVID-19	MESH:D000086382		CXCL8|IL6	7,22	4
zomepirac	C020549	33369-31-2	COVID-19	MESH:D000086382		CXCL8|IL6	7,22	4
Diethylstilbestrol	D004054	56-53-1	COVID-19	MESH:D000086382		BSG|CCL2|CXCL10|HCK|IL6|TNF|UGCG	7,20	8
2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one	C495818		COVID-19	MESH:D000086382		IL1B|TNF	7,19	2
Bromine	D001966	7726-95-6	COVID-19	MESH:D000086382		CXCL8|IL1B	7,19	2
Procyclidine	D011352	77-37-2	COVID-19	MESH:D000086382		CXCL8|IL1B	7,19	2
Salicylates	D012459		COVID-19	MESH:D000086382		IL1B|TNF	7,19	2
Phosgene	D010705	75-44-5	COVID-19	MESH:D000086382		IL10|IL1B|TNF	7,18	3
chlorendic acid	C035377	115-28-6	COVID-19	MESH:D000086382		CXCL8|TNF	7,17	2
alisol B 23-acetate	C526957		COVID-19	MESH:D000086382		AGT|CCL2	7,15	2
arsenic trichloride	C050510	7784-34-1	COVID-19	MESH:D000086382		IL2|IL6	7,15	5
Barium Sulfate	D001466	7727-43-7	COVID-19	MESH:D000086382		CCL2|IL6	7,15	5
Dichloroacetic Acid	D003999	79-43-6	COVID-19	MESH:D000086382		CCL2|IL10|IL2|IL2RA|IL6|TNF	7,15	5
Glycocholic Acid	D006000	475-31-0	COVID-19	MESH:D000086382		CXCL8|IL10|IL6	7,15	5
MitoTEMPO	C555916		COVID-19	MESH:D000086382		CXCL8|IL1B	7,15	2
Nevirapine	D019829	129618-40-2	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6	7,15	4
Acids	D000143		COVID-19	MESH:D000086382		CXCL8|IL6	7,14	4
Carbidopa	D002230	38821-49-7	COVID-19	MESH:D000086382		IL1B|TNF	7,14	2
ropinirole	C046649	91374-21-9	COVID-19	MESH:D000086382		IL1B|TNF	7,14	2
S-ethyl glutathione	C042431	24425-52-3	COVID-19	MESH:D000086382		IL2|TNF	7,14	1
Metoprolol	D008790	37350-58-6	COVID-19	MESH:D000086382		AGT|IL6|TNF	7,12	6
kojic acid	C011890	501-30-4	COVID-19	MESH:D000086382		CCL3|IL1B|IL6|TNF	7,11	5
Chalcone	D002599	94-41-7	COVID-19	MESH:D000086382		IL6|TNF	7,09	5
liposomal amphotericin B	C068538		COVID-19	MESH:D000086382		CXCL8|TNF	7,09	2
penconazole	C087058		COVID-19	MESH:D000086382		IL6|TNF	7,09	5
Ceramides	D002518		COVID-19	MESH:D000086382		TNF|UGCG	7,07	2
gamma-Linolenic Acid	D017965		COVID-19	MESH:D000086382		IL2|TNF	7,07	1
Indomethacin	D007213	53-86-1	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|TMPRSS2|TNF|UGCG	7,07	10
Neostigmine	D009388	59-99-4	COVID-19	MESH:D000086382		IL10|TNF	7,07	2
8-bromocyclic GMP	C016276	31356-94-2	COVID-19	MESH:D000086382		IL1B|TNF	7,06	2
evodiamine	C049639	5956-87-6	COVID-19	MESH:D000086382		IL1B|TNF	7,06	2
GW0742	C479979		COVID-19	MESH:D000086382		CCL2|TNF	7,06	1
Iloprost	D016285	78919-13-8	COVID-19	MESH:D000086382		IL1B|IL6	7,06	4
Tobacco Smoke Pollution	D014028		COVID-19	MESH:D000086382		ABO|ACE2|AGT|BSG|BTK|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL6|IL7|LZTFL1|TMEM106B|TMPRSS2|TMPRSS4|TNF|UGCG	7,06	29
ammonium hexachloroplatinate	C018453	16919-58-7	COVID-19	MESH:D000086382		CXCL8|TNF	7,05	2
Chlorpheniramine	D002744	132-22-9	COVID-19	MESH:D000086382		CXCL8|TMPRSS2	7,05	4
beta Carotene	D019207	7235-40-7	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	7,04	3
boron nitride	C017282		COVID-19	MESH:D000086382		CCL2|IL1B	7,04	2
Dronabinol	D013759		COVID-19	MESH:D000086382		AGT|BSG|CCL2|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|TMEM106B|TNF	7,02	8
jasplakinolide	C057531	102396-24-7	COVID-19	MESH:D000086382		IL1B|TNF	7,02	2
Lucanthone	D008154	479-50-5	COVID-19	MESH:D000086382		CXCL10|CXCL8|IL6	7,02	5
manumycin	C054474	52665-74-4	COVID-19	MESH:D000086382		IL1B|TNF	7,02	2
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine	D019307	84477-87-2	COVID-19	MESH:D000086382		AGT|TNF	7,01	2
cinnamic acid	C029010	140-10-3	COVID-19	MESH:D000086382		IL6|TNF	7,01	5
Phycocyanin	D010798	11016-15-2	COVID-19	MESH:D000086382		IL6|TNF	7,01	5
Vancomycin	D014640	1404-90-6	COVID-19	MESH:D000086382		ACE2|CRP|IL10|IL1B|IL6|TNF	7,01	20
entacapone	C071192	116314-67-1	COVID-19	MESH:D000086382		CXCL8|IL1B	6,99	2
7-hydroxycoumarin	C031477	93-35-6	COVID-19	MESH:D000086382		IL1B|TNF	6,98	2
Benzoyl Peroxide	D001585	94-36-0	COVID-19	MESH:D000086382		CXCL8|IL6	6,98	4
Diquat	D004178	2764-72-9	COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,98	5
Eplerenone	D000077545		COVID-19	MESH:D000086382		AGT|TNF	6,98	2
Nebivolol	D000068577		COVID-19	MESH:D000086382		AGT|CCL2	6,98	2
Pantothenic Acid	D010205	79-83-4	COVID-19	MESH:D000086382		CXCL8|IL6	6,98	4
Rivastigmine	D000068836		COVID-19	MESH:D000086382		CRP|TNF	6,98	2
Thiourea	D013890	62-56-6	COVID-19	MESH:D000086382		CXCL8|IL6	6,98	4
Atropine	D001285	51-55-8	COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,97	5
butyraldehyde	C018475	123-72-8	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL6|LZTFL1|TMEM106B|TMPRSS4|TNF	6,97	10
4-octylphenol	C080417	1806-26-4	COVID-19	MESH:D000086382		IL10|TNF	6,96	2
Biperiden	D001712	514-65-8	COVID-19	MESH:D000086382		CXCL8|IL1B	6,96	2
Flunitrazepam	D005445	1622-62-4	COVID-19	MESH:D000086382		CRP|CXCL8	6,96	2
abacavir	C106538		COVID-19	MESH:D000086382		CRP|TNF	6,95	2
Lithium Carbonate	D016651	554-13-2	COVID-19	MESH:D000086382		CXCL8|IL1B|IL2	6,95	3
Dexamethasone	D003907	50-02-2	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CCL3|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|IL7|TMPRSS2|TNF|UGCG	6,94	24
Humic Substances	D006812		COVID-19	MESH:D000086382		IL1B|TNF	6,94	2
nitroaspirin	C102148		COVID-19	MESH:D000086382		IL1B|TNF	6,94	2
Thiostrepton	D013883	1393-48-2	COVID-19	MESH:D000086382		CCL3|IL1B	6,94	2
Dichlororibofuranosylbenzimidazole	D004004	53-85-0	COVID-19	MESH:D000086382		IL6|TNF	6,93	5
cinnamyl alcohol	C020722	104-54-1	COVID-19	MESH:D000086382		CXCL8|IL1B	6,92	2
Papaverine	D010208	58-74-2	COVID-19	MESH:D000086382		ACE2|TMPRSS2	6,92	16
anacardic acid	C088115	18654-18-7	COVID-19	MESH:D000086382		IL1B|TNF	6,90	2
hexachlorobutadiene	C001335	87-68-3	COVID-19	MESH:D000086382		CCL2|IL1B	6,90	2
2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine	C061282	120225-54-9	COVID-19	MESH:D000086382		IL10|TNF	6,89	2
Azacitidine	D001374	320-67-2	COVID-19	MESH:D000086382		IL1B|IL2|IL6|TNF	6,89	5
Glycochenodeoxycholic Acid	D005999	640-79-9	COVID-19	MESH:D000086382		AGT|CXCL8|IL6	6,89	5
perfluorooctanoic acid	C023036	335-67-1	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CRP|CXCL10|CXCL8|IL10|IL1B|IL6|TNF|UGCG	6,89	7
Fosinopril	D017328	98048-97-6	COVID-19	MESH:D000086382		AGT|TNF	6,88	2
Potassium Chloride	D011189	7447-40-7	COVID-19	MESH:D000086382		IL10|IL1B|TNF	6,88	3
N-(2(R)-2-(hydroxamidocarbonylmethyl)-4-methylpentanoyl)-L-tryptophan methylamide	C078131		COVID-19	MESH:D000086382		CXCL8|TNF	6,87	2
O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate	C107010		COVID-19	MESH:D000086382		CCL3|IL6	6,87	5
tetrabromobisphenol A	C020806	79-94-7	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2|IL6|TNF	6,87	5
bazedoxifene	C447119		COVID-19	MESH:D000086382		CXCL10|IL6	6,86	5
Cilastatin, Imipenem Drug Combination	D000077728	92309-29-0	COVID-19	MESH:D000086382		IL1B|TNF	6,86	2
teriflunomide	C527525		COVID-19	MESH:D000086382		IL2|TNF	6,86	1
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin	C448659		COVID-19	MESH:D000086382		IL6|TNF	6,85	5
DDT	D003634	50-29-3	COVID-19	MESH:D000086382		CXCL8|IL1B|IL2|IL6|TNF	6,85	5
diallyl trisulfide	C042577	2050-87-5	COVID-19	MESH:D000086382		IL10|IL1B|TNF	6,83	3
potassium bromate	C019536	7758-01-2	COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,83	5
melamine	C011907	108-78-1	COVID-19	MESH:D000086382		CCL2|IL6	6,82	5
cyprodinil	C108338	121552-61-2	COVID-19	MESH:D000086382		IL1B|IL6	6,80	4
Primaquine	D011319	90-34-6	COVID-19	MESH:D000086382		CXCL8|IL1B	6,79	2
Diethylhexyl Phthalate	D004051	117-81-7	COVID-19	MESH:D000086382		AGT|BSG|CCL2|CCL3|CRP|CXCL8|IL10|IL1B|IL6|TMPRSS2|TNF	6,78	10
Puromycin	D011691	53-79-2	COVID-19	MESH:D000086382		CCL2|CXCL8	6,78	2
Dimethyl Fumarate	D000069462		COVID-19	MESH:D000086382		CCL2|TNF	6,77	1
Disopyramide	D004206	3737-09-5	COVID-19	MESH:D000086382		ACE2|TMPRSS2	6,77	16
Diazinon	D003976	333-41-5	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|TNF	6,76	8
fullerene C60	C069837	99685-96-8	COVID-19	MESH:D000086382		CCL2|CCL3|IL10|IL1B|IL2|IL6|TNF	6,76	5
zingerone	C013738	122-48-5	COVID-19	MESH:D000086382		IL6|TNF	6,75	5
acetamide	C030686	60-35-5	COVID-19	MESH:D000086382		AGT|BTK|CCL2|CCL3|CRP|CXCL10|HCK|IL2RA|TMEM106B|TMPRSS2|UGCG	6,74	12
Diatrizoate	D003973	117-96-4	COVID-19	MESH:D000086382		AGT|CXCL8	6,74	2
Felodipine	D015736	72509-76-3	COVID-19	MESH:D000086382		CCL2|TNF	6,74	1
resorcinol	C031389	108-46-3	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	6,73	3
2,2-bis(4-hydroxyphenyl)-1,1,1-trichloroethane	C404910	2971-36-0	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	6,71	3
brevianamide A	C006794	23402-09-7	COVID-19	MESH:D000086382		CCL2|TNF	6,71	1
1-hydroxy-2-oxo-3,3-bis(2-aminoethyl)-1-triazene	C105351		COVID-19	MESH:D000086382		CCL3|CXCL8	6,70	2
Copper Sulfate	D019327	7758-98-7	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CRP|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|LZTFL1|TMEM106B|TNF|UGCG	6,70	25
Ethinyl Estradiol	D004997	57-63-6	COVID-19	MESH:D000086382		ABO|ACE2|AGT|BSG|BTK|CCL2|CCL3|CRP|CXCL10|HCK|IL10|IL1B|IL2|IL2RA|IL6|LZTFL1|TMPRSS2|TMPRSS4|TNF|UGCG	6,70	28
Gasoline	D005742		COVID-19	MESH:D000086382		AGT|BSG|CXCL8|IL10|IL1B|IL6	6,70	7
licochalcone B	C541528		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF|UGCG	6,70	6
dibutyldichlorotin	C020735	683-18-1	COVID-19	MESH:D000086382		CCL2|IL6	6,69	5
shogaol	C040115	555-66-8	COVID-19	MESH:D000086382		IL1B|TNF	6,69	2
abamectin	C048324	71751-41-2	COVID-19	MESH:D000086382		CCL2|TNF	6,68	1
Adenosine Diphosphate	D000244	58-64-0	COVID-19	MESH:D000086382		CRP|IL6	6,68	4
Colistin	D003091	1066-17-7	COVID-19	MESH:D000086382		IL6|TNF	6,68	5
Thiophenes	D013876		COVID-19	MESH:D000086382		CXCL8|IL6	6,68	4
pyrimethanil	C108337	53112-28-0	COVID-19	MESH:D000086382		IL1B|IL6	6,67	4
salubrinal	C496827		COVID-19	MESH:D000086382		AGT|CCL2	6,67	2
Cephaloridine	D002509	50-59-9	COVID-19	MESH:D000086382		CCL3|CXCL10|HCK|IL1B	6,66	3
Metronidazole	D008795	443-48-1	COVID-19	MESH:D000086382		ACE2|IL6|TNF	6,66	20
Sorafenib	D000077157		COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,66	5
diethyl phthalate	C007379	84-66-2	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	6,63	5
Botulinum Toxins, Type A	D019274		COVID-19	MESH:D000086382		CRP|TNF	6,61	2
lenabasum	C471849		COVID-19	MESH:D000086382		IL1B|IL6	6,61	4
1,2-dithiol-3-thione	C049325		COVID-19	MESH:D000086382		CCL2|CCL3|CRP|IL1B|IL2RA	6,60	5
Ginkgo biloba extract	C063170		COVID-19	MESH:D000086382		IL10|IL6|TNF	6,59	5
Labetalol	D007741	36894-69-6	COVID-19	MESH:D000086382		ACE2|AGT	6,59	16
Trichlorfon	D014236	52-68-6	COVID-19	MESH:D000086382		IL1B|TNF	6,59	2
alternariol	C005197	641-38-3	COVID-19	MESH:D000086382		IL6|TNF	6,58	5
Camptothecin	D002166	7689-03-4	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B	6,58	3
Diazepam	D003975	439-14-5	COVID-19	MESH:D000086382		ACE2|CXCL8|TMPRSS2	6,58	17
Etodolac	D017308	41340-25-4	COVID-19	MESH:D000086382		CXCL8|IL1B	6,58	2
Thiamine	D013831	59-43-8	COVID-19	MESH:D000086382		IL1B|IL6	6,58	4
4-nitrophenol	C024836	100-02-7	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	6,57	5
Vitallium	D014800	12629-02-6	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	6,56	3
3,4-dihydroxyphenylethanol	C005975	10597-60-1	COVID-19	MESH:D000086382		IL6|TNF	6,55	5
Triterpenes	D014315		COVID-19	MESH:D000086382		IL6|TNF	6,55	5
indirubin	C027185	479-41-4	COVID-19	MESH:D000086382		CXCL8|IL6	6,54	4
Formaldehyde	D005557	50-00-0	COVID-19	MESH:D000086382		BTK|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TNF	6,53	6
4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline	C088860		COVID-19	MESH:D000086382		CXCL8|TNF	6,52	2
decabromobiphenyl ether	C010902	1163-19-5	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2|IL6|TMEM106B|TMPRSS2|TNF	6,51	9
1-trifluoromethoxyphenyl-3-(1-propionylpiperidine-4-yl)urea	C581572		COVID-19	MESH:D000086382		IL1B|TNF	6,50	2
2,4-diaminotoluene	C010914	95-80-7	COVID-19	MESH:D000086382		CCL2|CXCL8|IL2RA	6,49	3
Fluorouracil	D005472	51-21-8	COVID-19	MESH:D000086382		ACE2|CXCL8|IL10|IL1B|IL6|IL7|TNF	6,49	20
Androstenedione	D000735	63-05-8	COVID-19	MESH:D000086382		CRP|TNF	6,48	2
pyrazole	C031280	288-13-1	COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,48	5
Enflurane	D004737	13838-16-9	COVID-19	MESH:D000086382		IL1B|TNF	6,47	2
Thymol	D013943	89-83-8	COVID-19	MESH:D000086382		IL1B|TNF	6,47	2
Piperacillin	D010878	61477-96-1	COVID-19	MESH:D000086382		IL1B|TNF	6,45	2
Flutamide	D005485	13311-84-7	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CRP|CXCL10|CXCL8|IL10|IL1B|IL6|TMPRSS2|TNF	6,43	22
Dextroamphetamine	D003913	51-64-9	COVID-19	MESH:D000086382		AGT|IL10|IL6	6,42	6
2,4-dinitrobenzenesulfonic acid	C001073	89-02-1	COVID-19	MESH:D000086382		IL6|TNF	6,41	5
arachidonyl-2-chloroethylamide	C119325		COVID-19	MESH:D000086382		IL6|TNF	6,41	5
temsirolimus	C401859		COVID-19	MESH:D000086382		CXCL8|IL6	6,41	4
trimethyltin chloride	C040533	1066-45-1	COVID-19	MESH:D000086382		IL6|TNF	6,41	5
4-nonylphenol	C041594	104-40-5	COVID-19	MESH:D000086382		IL10|IL1B|TNF	6,39	3
diisononyl phthalate	C012125	28553-12-0	COVID-19	MESH:D000086382		CCL2|IL6|TNF	6,38	5
Flufenamic Acid	D005439	530-78-9	COVID-19	MESH:D000086382		IL6|TNF	6,38	5
lead nitrate	C017461	18256-98-9	COVID-19	MESH:D000086382		IL1B|IL2|TNF	6,38	2
nickel monoxide	C028007	1313-99-1	COVID-19	MESH:D000086382		BTK|CCL2|CCL3|CXCL8|IL10|IL1B|IL2|TNF	6,38	4
Pemetrexed	D000068437		COVID-19	MESH:D000086382		CCL2|CXCL8	6,38	2
